title|sub_category-name|company-name|description|personal_or_group|is_allowed_one_day|price_of_one_day|count_of_week|count_of_month|price_of_month|preparation|maximum_number_of_enrollment|curriculum_in_first_week|curriculum_in_second_week|curriculum_in_third_week|curriculum_in_fourth_week|curriculum_in_fifth_week|dayOfWeek|startTime|duration
피아노 초급자를 위한 재밌는 1:1강습|classic_piano|스마일라이프|첫 수업 시작전 학생분과의 개별 면담및 간단한 오리앤테이션을 통하여 100%맞춤형으로 수업 방향 및 연습 곡들을 택하고 결정합니다.(학생분이 좋아하고 꼭 해보고 싶었던 곡들 위주로 프로그램 구성) 기초 코드를 익힌 후 바로 연습곡(가요,팝송)등을 통하여 실습에 들어갑니다.|personal|FALSE|40000|1|4|150000|학원 업라이트 피아노 이용,나중에 건반(씬디싸이저) 이용,수업 교재,악보등은 선생님께서 드림|1|기초 음악 이론 익히기I,-계이름,높은음자리표,음표,박자등,- 바이엘 상권 연습: 오른손,왼손연습|기초 음악 이론 익히기II- 옥타브,낮은음자리표,셈여림,박자등,- 바이엘 상권연습:왼손반주,-하농:스케일 연습|쉬운 곡 익히기,- 바이엘하권/하농/피아노소곡집,- 기본화음,음정관계 익히기,- 기본 코드 익히기|학생분이 꼭 해보고 싶었던 곡 연주하기,- 바이엘 하권,하농,소곡집,뉴에이지 or 68주 반주법(가요)||Mon|19:00:00|0:50:00
피아노 초급자를 위한 재밌는 1:1강습|classic_piano|스마일라이프|첫 수업 시작전 학생분과의 개별 면담및 간단한 오리앤테이션을 통하여 100%맞춤형으로 수업 방향 및 연습 곡들을 택하고 결정합니다.(학생분이 좋아하고 꼭 해보고 싶었던 곡들 위주로 프로그램 구성) 기초 코드를 익힌 후 바로 연습곡(가요,팝송)등을 통하여 실습에 들어갑니다.|personal|FALSE|40000|1|4|150000|학원 업라이트 피아노 이용,나중에 건반(씬디싸이저) 이용,수업 교재,악보등은 선생님께서 드림|1|기초 음악 이론 익히기I,-계이름,높은음자리표,음표,박자등,- 바이엘 상권 연습: 오른손,왼손연습|기초 음악 이론 익히기II- 옥타브,낮은음자리표,셈여림,박자등,- 바이엘 상권연습:왼손반주,-하농:스케일 연습|쉬운 곡 익히기,- 바이엘하권/하농/피아노소곡집,- 기본화음,음정관계 익히기,- 기본 코드 익히기|학생분이 꼭 해보고 싶었던 곡 연주하기,- 바이엘 하권,하농,소곡집,뉴에이지 or 69주 반주법(가요)||Tue|19:00:00|0:50:00
피아노 초급자를 위한 재밌는 1:1강습|classic_piano|스마일라이프|첫 수업 시작전 학생분과의 개별 면담및 간단한 오리앤테이션을 통하여 100%맞춤형으로 수업 방향 및 연습 곡들을 택하고 결정합니다.(학생분이 좋아하고 꼭 해보고 싶었던 곡들 위주로 프로그램 구성) 기초 코드를 익힌 후 바로 연습곡(가요,팝송)등을 통하여 실습에 들어갑니다.|personal|FALSE|40000|1|4|150000|학원 업라이트 피아노 이용,나중에 건반(씬디싸이저) 이용,수업 교재,악보등은 선생님께서 드림|1|기초 음악 이론 익히기I,-계이름,높은음자리표,음표,박자등,- 바이엘 상권 연습: 오른손,왼손연습|기초 음악 이론 익히기II- 옥타브,낮은음자리표,셈여림,박자등,- 바이엘 상권연습:왼손반주,-하농:스케일 연습|쉬운 곡 익히기,- 바이엘하권/하농/피아노소곡집,- 기본화음,음정관계 익히기,- 기본 코드 익히기|학생분이 꼭 해보고 싶었던 곡 연주하기,- 바이엘 하권,하농,소곡집,뉴에이지 or 70주 반주법(가요)||Wed|19:00:00|0:50:00
피아노 초급자를 위한 재밌는 1:1강습|classic_piano|스마일라이프|첫 수업 시작전 학생분과의 개별 면담및 간단한 오리앤테이션을 통하여 100%맞춤형으로 수업 방향 및 연습 곡들을 택하고 결정합니다.(학생분이 좋아하고 꼭 해보고 싶었던 곡들 위주로 프로그램 구성) 기초 코드를 익힌 후 바로 연습곡(가요,팝송)등을 통하여 실습에 들어갑니다.|personal|FALSE|40000|1|4|150000|학원 업라이트 피아노 이용,나중에 건반(씬디싸이저) 이용,수업 교재,악보등은 선생님께서 드림|1|기초 음악 이론 익히기I,-계이름,높은음자리표,음표,박자등,- 바이엘 상권 연습: 오른손,왼손연습|기초 음악 이론 익히기II- 옥타브,낮은음자리표,셈여림,박자등,- 바이엘 상권연습:왼손반주,-하농:스케일 연습|쉬운 곡 익히기,- 바이엘하권/하농/피아노소곡집,- 기본화음,음정관계 익히기,- 기본 코드 익히기|학생분이 꼭 해보고 싶었던 곡 연주하기,- 바이엘 하권,하농,소곡집,뉴에이지 or 71주 반주법(가요)||Thu|19:00:00|0:50:00
피아노 초급자를 위한 재밌는 1:1강습|classic_piano|스마일라이프|첫 수업 시작전 학생분과의 개별 면담및 간단한 오리앤테이션을 통하여 100%맞춤형으로 수업 방향 및 연습 곡들을 택하고 결정합니다.(학생분이 좋아하고 꼭 해보고 싶었던 곡들 위주로 프로그램 구성) 기초 코드를 익힌 후 바로 연습곡(가요,팝송)등을 통하여 실습에 들어갑니다.|personal|FALSE|40000|1|4|150000|학원 업라이트 피아노 이용,나중에 건반(씬디싸이저) 이용,수업 교재,악보등은 선생님께서 드림|1|기초 음악 이론 익히기I,-계이름,높은음자리표,음표,박자등,- 바이엘 상권 연습: 오른손,왼손연습|기초 음악 이론 익히기II- 옥타브,낮은음자리표,셈여림,박자등,- 바이엘 상권연습:왼손반주,-하농:스케일 연습|쉬운 곡 익히기,- 바이엘하권/하농/피아노소곡집,- 기본화음,음정관계 익히기,- 기본 코드 익히기|학생분이 꼭 해보고 싶었던 곡 연주하기,- 바이엘 하권,하농,소곡집,뉴에이지 or 72주 반주법(가요)||Fri|19:00:00|0:50:00
피아노 초급자를 위한 재밌는 1:1강습|classic_piano|스마일라이프|첫 수업 시작전 학생분과의 개별 면담및 간단한 오리앤테이션을 통하여 100%맞춤형으로 수업 방향 및 연습 곡들을 택하고 결정합니다.(학생분이 좋아하고 꼭 해보고 싶었던 곡들 위주로 프로그램 구성) 기초 코드를 익힌 후 바로 연습곡(가요,팝송)등을 통하여 실습에 들어갑니다.|personal|FALSE|40000|1|4|150000|학원 업라이트 피아노 이용,나중에 건반(씬디싸이저) 이용,수업 교재,악보등은 선생님께서 드림|1|기초 음악 이론 익히기I,-계이름,높은음자리표,음표,박자등,- 바이엘 상권 연습: 오른손,왼손연습|기초 음악 이론 익히기II- 옥타브,낮은음자리표,셈여림,박자등,- 바이엘 상권연습:왼손반주,-하농:스케일 연습|쉬운 곡 익히기,- 바이엘하권/하농/피아노소곡집,- 기본화음,음정관계 익히기,- 기본 코드 익히기|학생분이 꼭 해보고 싶었던 곡 연주하기,- 바이엘 하권,하농,소곡집,뉴에이지 or 73주 반주법(가요)||Sat|19:00:00|0:50:00
피아노 초급자를 위한 재밌는 1:1강습|classic_piano|스마일라이프|첫 수업 시작전 학생분과의 개별 면담및 간단한 오리앤테이션을 통하여 100%맞춤형으로 수업 방향 및 연습 곡들을 택하고 결정합니다.(학생분이 좋아하고 꼭 해보고 싶었던 곡들 위주로 프로그램 구성) 기초 코드를 익힌 후 바로 연습곡(가요,팝송)등을 통하여 실습에 들어갑니다.|personal|FALSE|40000|1|4|150000|학원 업라이트 피아노 이용,나중에 건반(씬디싸이저) 이용,수업 교재,악보등은 선생님께서 드림|1|기초 음악 이론 익히기I,-계이름,높은음자리표,음표,박자등,- 바이엘 상권 연습: 오른손,왼손연습|기초 음악 이론 익히기II- 옥타브,낮은음자리표,셈여림,박자등,- 바이엘 상권연습:왼손반주,-하농:스케일 연습|쉬운 곡 익히기,- 바이엘하권/하농/피아노소곡집,- 기본화음,음정관계 익히기,- 기본 코드 익히기|학생분이 꼭 해보고 싶었던 곡 연주하기,- 바이엘 하권,하농,소곡집,뉴에이지 or 74주 반주법(가요)||Sun|19:00:00|0:50:00
피아노 초급자를 위한 재밌는 1:1강습|classic_piano|스마일라이프|첫 수업 시작전 학생분과의 개별 면담및 간단한 오리앤테이션을 통하여 100%맞춤형으로 수업 방향 및 연습 곡들을 택하고 결정합니다.(학생분이 좋아하고 꼭 해보고 싶었던 곡들 위주로 프로그램 구성) 기초 코드를 익힌 후 바로 연습곡(가요,팝송)등을 통하여 실습에 들어갑니다.|personal|FALSE|40000|1|4|150000|학원 업라이트 피아노 이용,나중에 건반(씬디싸이저) 이용,수업 교재,악보등은 선생님께서 드림|1|기초 음악 이론 익히기I,-계이름,높은음자리표,음표,박자등,- 바이엘 상권 연습: 오른손,왼손연습|기초 음악 이론 익히기II- 옥타브,낮은음자리표,셈여림,박자등,- 바이엘 상권연습:왼손반주,-하농:스케일 연습|쉬운 곡 익히기,- 바이엘하권/하농/피아노소곡집,- 기본화음,음정관계 익히기,- 기본 코드 익히기|학생분이 꼭 해보고 싶었던 곡 연주하기,- 바이엘 하권,하농,소곡집,뉴에이지 or 75주 반주법(가요)||Mon|20:00:00|0:50:00
피아노 초급자를 위한 재밌는 1:1강습|classic_piano|스마일라이프|첫 수업 시작전 학생분과의 개별 면담및 간단한 오리앤테이션을 통하여 100%맞춤형으로 수업 방향 및 연습 곡들을 택하고 결정합니다.(학생분이 좋아하고 꼭 해보고 싶었던 곡들 위주로 프로그램 구성) 기초 코드를 익힌 후 바로 연습곡(가요,팝송)등을 통하여 실습에 들어갑니다.|personal|FALSE|40000|1|4|150000|학원 업라이트 피아노 이용,나중에 건반(씬디싸이저) 이용,수업 교재,악보등은 선생님께서 드림|1|기초 음악 이론 익히기I,-계이름,높은음자리표,음표,박자등,- 바이엘 상권 연습: 오른손,왼손연습|기초 음악 이론 익히기II- 옥타브,낮은음자리표,셈여림,박자등,- 바이엘 상권연습:왼손반주,-하농:스케일 연습|쉬운 곡 익히기,- 바이엘하권/하농/피아노소곡집,- 기본화음,음정관계 익히기,- 기본 코드 익히기|학생분이 꼭 해보고 싶었던 곡 연주하기,- 바이엘 하권,하농,소곡집,뉴에이지 or 76주 반주법(가요)||Tue|20:00:00|0:50:00
피아노 초급자를 위한 재밌는 1:1강습|classic_piano|스마일라이프|첫 수업 시작전 학생분과의 개별 면담및 간단한 오리앤테이션을 통하여 100%맞춤형으로 수업 방향 및 연습 곡들을 택하고 결정합니다.(학생분이 좋아하고 꼭 해보고 싶었던 곡들 위주로 프로그램 구성) 기초 코드를 익힌 후 바로 연습곡(가요,팝송)등을 통하여 실습에 들어갑니다.|personal|FALSE|40000|1|4|150000|학원 업라이트 피아노 이용,나중에 건반(씬디싸이저) 이용,수업 교재,악보등은 선생님께서 드림|1|기초 음악 이론 익히기I,-계이름,높은음자리표,음표,박자등,- 바이엘 상권 연습: 오른손,왼손연습|기초 음악 이론 익히기II- 옥타브,낮은음자리표,셈여림,박자등,- 바이엘 상권연습:왼손반주,-하농:스케일 연습|쉬운 곡 익히기,- 바이엘하권/하농/피아노소곡집,- 기본화음,음정관계 익히기,- 기본 코드 익히기|학생분이 꼭 해보고 싶었던 곡 연주하기,- 바이엘 하권,하농,소곡집,뉴에이지 or 77주 반주법(가요)||Wed|20:00:00|0:50:00
피아노 초급자를 위한 재밌는 1:1강습|classic_piano|스마일라이프|첫 수업 시작전 학생분과의 개별 면담및 간단한 오리앤테이션을 통하여 100%맞춤형으로 수업 방향 및 연습 곡들을 택하고 결정합니다.(학생분이 좋아하고 꼭 해보고 싶었던 곡들 위주로 프로그램 구성) 기초 코드를 익힌 후 바로 연습곡(가요,팝송)등을 통하여 실습에 들어갑니다.|personal|FALSE|40000|1|4|150000|학원 업라이트 피아노 이용,나중에 건반(씬디싸이저) 이용,수업 교재,악보등은 선생님께서 드림|1|기초 음악 이론 익히기I,-계이름,높은음자리표,음표,박자등,- 바이엘 상권 연습: 오른손,왼손연습|기초 음악 이론 익히기II- 옥타브,낮은음자리표,셈여림,박자등,- 바이엘 상권연습:왼손반주,-하농:스케일 연습|쉬운 곡 익히기,- 바이엘하권/하농/피아노소곡집,- 기본화음,음정관계 익히기,- 기본 코드 익히기|학생분이 꼭 해보고 싶었던 곡 연주하기,- 바이엘 하권,하농,소곡집,뉴에이지 or 78주 반주법(가요)||Thu|20:00:00|0:50:00
피아노 초급자를 위한 재밌는 1:1강습|classic_piano|스마일라이프|첫 수업 시작전 학생분과의 개별 면담및 간단한 오리앤테이션을 통하여 100%맞춤형으로 수업 방향 및 연습 곡들을 택하고 결정합니다.(학생분이 좋아하고 꼭 해보고 싶었던 곡들 위주로 프로그램 구성) 기초 코드를 익힌 후 바로 연습곡(가요,팝송)등을 통하여 실습에 들어갑니다.|personal|FALSE|40000|1|4|150000|학원 업라이트 피아노 이용,나중에 건반(씬디싸이저) 이용,수업 교재,악보등은 선생님께서 드림|1|기초 음악 이론 익히기I,-계이름,높은음자리표,음표,박자등,- 바이엘 상권 연습: 오른손,왼손연습|기초 음악 이론 익히기II- 옥타브,낮은음자리표,셈여림,박자등,- 바이엘 상권연습:왼손반주,-하농:스케일 연습|쉬운 곡 익히기,- 바이엘하권/하농/피아노소곡집,- 기본화음,음정관계 익히기,- 기본 코드 익히기|학생분이 꼭 해보고 싶었던 곡 연주하기,- 바이엘 하권,하농,소곡집,뉴에이지 or 79주 반주법(가요)||Fri|20:00:00|0:50:00
피아노 초급자를 위한 재밌는 1:1강습|classic_piano|스마일라이프|첫 수업 시작전 학생분과의 개별 면담및 간단한 오리앤테이션을 통하여 100%맞춤형으로 수업 방향 및 연습 곡들을 택하고 결정합니다.(학생분이 좋아하고 꼭 해보고 싶었던 곡들 위주로 프로그램 구성) 기초 코드를 익힌 후 바로 연습곡(가요,팝송)등을 통하여 실습에 들어갑니다.|personal|FALSE|40000|1|4|150000|학원 업라이트 피아노 이용,나중에 건반(씬디싸이저) 이용,수업 교재,악보등은 선생님께서 드림|1|기초 음악 이론 익히기I,-계이름,높은음자리표,음표,박자등,- 바이엘 상권 연습: 오른손,왼손연습|기초 음악 이론 익히기II- 옥타브,낮은음자리표,셈여림,박자등,- 바이엘 상권연습:왼손반주,-하농:스케일 연습|쉬운 곡 익히기,- 바이엘하권/하농/피아노소곡집,- 기본화음,음정관계 익히기,- 기본 코드 익히기|학생분이 꼭 해보고 싶었던 곡 연주하기,- 바이엘 하권,하농,소곡집,뉴에이지 or 80주 반주법(가요)||Sat|20:00:00|0:50:00
피아노 초급자를 위한 재밌는 1:1강습|classic_piano|스마일라이프|첫 수업 시작전 학생분과의 개별 면담및 간단한 오리앤테이션을 통하여 100%맞춤형으로 수업 방향 및 연습 곡들을 택하고 결정합니다.(학생분이 좋아하고 꼭 해보고 싶었던 곡들 위주로 프로그램 구성) 기초 코드를 익힌 후 바로 연습곡(가요,팝송)등을 통하여 실습에 들어갑니다.|personal|FALSE|40000|1|4|150000|학원 업라이트 피아노 이용,나중에 건반(씬디싸이저) 이용,수업 교재,악보등은 선생님께서 드림|1|기초 음악 이론 익히기I,-계이름,높은음자리표,음표,박자등,- 바이엘 상권 연습: 오른손,왼손연습|기초 음악 이론 익히기II- 옥타브,낮은음자리표,셈여림,박자등,- 바이엘 상권연습:왼손반주,-하농:스케일 연습|쉬운 곡 익히기,- 바이엘하권/하농/피아노소곡집,- 기본화음,음정관계 익히기,- 기본 코드 익히기|학생분이 꼭 해보고 싶었던 곡 연주하기,- 바이엘 하권,하농,소곡집,뉴에이지 or 81주 반주법(가요)||Sun|20:00:00|0:50:00
